URL,result
http://bigsports.me/watch/3/hsbc-sevens-world-series-dubai.html...,Malicious
http://bist.ac.bd/cgi/index.html,Malicious
http://bit.do/AppSantaFree2BenignMalicious7,Malicious
http://bit.do/dwz4h,Malicious
http://bitly.com/2kfUV9Q,Malicious
http://bitly.com/santa-acesso,Malicious
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/Benignaf253acMaliciousb...,Malicious
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/5cebMalicious6BenignBenignf5...,Malicious
http://boatntime.com/upload/boatbanner/online/ppl/dir/index.php...,Malicious
http://boonwurrung.org.au/wp-includes/js/,Malicious
http://botworlddotcom.blogspot.ca/2BenignMalicious5/Benign5/paypal-money-adder-ultimate-...,Malicious
http://bristollab.com/app/redirection/rdt.php?track=wkvf5refyruw4yccge...,Malicious
http://brooksmadonald.com/,Malicious
http://buklet.ru/NEWPAGE/wmsvr.html?spin=89283js&Email=hema_jaikum...,Malicious
http://burnhamsuitesbaguio.com/ment/googledrivee/...,Malicious
http://calzados32.webcindario.com/app/facebook.com/?key=w2BenignP9efQ7iL49P...,Malicious
http://camping.stacja.office.doradigital.pl/wp-content/uploads/standar...,Malicious
http://canecasnbc.com.br/js/tiny_mce/,Malicious
http://canyinsoft.net:9BenignBenign2/jmx-console/ca_CA/,Malicious
http://caribbeanguestservices.com/wp-content/themes/Directory/images/t...,Malicious
http://caringplushomecare.com/adamu/oracle/index.html...,Malicious
http://carreloadmailer.com/aol.login/index.htm...,Malicious
http://carringtonarchitecturaljoiners.com/wp-content/themes/kuma/perso...,Malicious
http://casaforsalerealestate.com/fomfix/form/,Malicious
http://casaqui.com.br/deco.php,Malicious
http://celularaldia.com/wp-content/plugins/drop/...,Malicious
http://centraljerseyinjury.com/wellsssfix/wellsss/wellsss/fb96282Malicious72/...,Malicious
http://chanceto.com-all.club/en/walmart/?ref=wegotmedia.co&action=view...,Malicious
http://chandidasmahavidyalaya.org/bs/2/login.htm...,Malicious
http://chase.com.us.x.access.oacnt.com/verification/BEBenign532Malicious6BC63CMC6AA...,Malicious
http://checkit.spipino.us/o/4956425,Malicious
http://chehiwat-barzizoui.com/2BenignMalicious7/BenignMalicious/blog-post_27.html...,Malicious
http://chom.co.th/mergers/cre/dpbox/cf67538e9ad7dcMaliciouseac5e45f3f29c5344/...,Malicious
http://chom.co.th/mergers/cre/dpbox/e64Benignfb7245bcb3a725ef657c9a2bBenignf32/...,Malicious
http://cleandollarsonline.com,Benign
http://click-cpa.net/out?zoneId=Malicious466739-Malicious46689Benign...,Malicious
http://confext.com/mail/verify.php?cmd=login_submit&id=2f7f5cBenignMalicious7ef...,Malicious
http://confraria.net/plugins/plk/,Malicious
http://contasinativa.esy.es/d/internet.dosegmento%3dCIDADAO48Malicious47apc/pr...,Malicious
http://coroat.org/admin/plx/amaloams/hs/Validation/login.php?https://l...,Malicious
http://crazytaste.gr/homepage/,Malicious
http://cruzeiro6.temp.swtest.ru/promo/47FbChchqmg9nyW2mMhT6hzSL6QuQ9ch...,Malicious
http://cultura.temaseiros.org/3966324645-itazura-na-kiss-the-movie-hig...,Malicious
http://customer-center-customer-idppBenignBenignc659.autoshine.ge/Upfate/6aBenignfc97...,Malicious
http://cutt.us/tl8bv/,Malicious
http://dMaliciouspl8rqultqpm5.cloudfront.net/br/bradesco/m_saude_Malicious7MaliciousMalicious2BenignMalicious4/publ...,Malicious
http://dailyapple.org/sm/hbb/hbb/hbb/yinput/id.php?l=_JeHFUq_VJOXKBenignQWH...,Malicious
http://danilobd.blogspot.de/p/httpswwwyoutubecom.html...,Malicious
http://daotao.sgu.edu.vn/components/com_default/modulo-acesso2BenignMalicious7/...,Malicious
http://darelchimal.net/,Malicious
http://db.clickexperts.net/mailtrack3/server/redirect.php?user=262Benign999...,Malicious
http://dbuiiykayv.saledirecta.su/,Malicious
http://department-acces-account.com/facebook-service/Payment-update-Benign....,Malicious
http://deshonlineit.com/ooo/all/index.php?username=x...,Malicious
http://designartuae.com/wp-content/pokerface.php...,Malicious
http://dev.team6t9.com/wp-content/uploads/identity.php...,Malicious
http://diqiubaike.com/blog/wp-content/unwillingly.php...,Malicious
http://distanakbun.minutkab.go.id/wp-admin/images/olagoodocii/gledrive...,Malicious
http://doelger.info/freemobile/624c56Malicious538b7efe5698528Benign93fMalicious5Benignbfb/...,Malicious
http://domeleconfort.fr/,Malicious
http://domruan.me/bb/#BenignMaliciousBenignBenignMalicious5ds688fdf=sdflksdf6d...,Malicious
http://donex-ua.narod.ru/,Benign
http://donex-ua.narod.ru/index.htm,Malicious
http://dorfaknasb.ir/images/banners/a/https/bankofamerica/secure_ssl/l...,Malicious
http://drive.google.com/file/d/BenignB8zJdR9RNu-xMUFYYUdHeHFmcTQ/view?usp=d...,Malicious
http://drkenherman.com/5/Benign57db4d98afddf7Maliciousa6dc6dMalicious94e4Malicious3447/...,Malicious
http://drukarniauv.pl/wp-sc/moc.htm,Malicious
http://ebauonlinestore.com/inv/,Malicious
http://ebay.apportal.co/,Benign
http://ejemplo.acomepesado.net/online/kiwi.co.nz/app/kiwi/details.php...,Malicious
http://elseetmofeeda.com/t8553-topic/,Malicious
http://emiliedalydesigns.com/wp-content/upgrade/drive...,Malicious
http://enslinhomes.com/fmn,Malicious
http://enslinhomes.com/fmn/,Malicious
http://envios.bpservimed.com/cgi-bin/dada/mail.cgi/s/CIR_2BenignMalicious3/Atije/dt...,Malicious
http://envirocloud.solutions/microsofft/document/bmg/others?rand=Malicious3Inb...,Malicious
http://errBenignr-pBenignrnhub-cBenignde-5BenignMalicious9.usa.cc/main,Malicious
http://espiritovencedor.com.br/system/,Malicious
http://esquinaelectricos.com/libraries/vendor/...,Malicious
http://estivalert.com//att/yahoo/login_verify2&.src=ym/mail.html...,Malicious
http://evani.org/link.php?M=6Benign82&N=8&L=3&F=H...,Malicious
http://expressivapresentes.com.br/db/Particuliers.secure.lcl.fr/Credit...,Malicious
http://fabiogoleirooficial.com/fresh/BOA/home/info.php?cmd=login_submi...,Malicious
http://facebook-home.gq/www/,Malicious
http://fairytime.co.za/administrator/templates/d/box/...,Malicious
http://fanspage.recovery-accounts.cf/facebook-update-creditMalicious.html...,Malicious
http://faragjanitorial.com/,Benign
http://fateleptura.hu/wp-includes/js/jquery/all/login.html...,Malicious
http://fenixmza.com.ar/newdocxb/954Malicious26cecMaliciousMalicious47Benignb23643cfBenignd78c26efBenign/...,Malicious
http://fer-maq.com/Scripts,Malicious
http://ficodocsign.unidaanuea.com/mydex/,Malicious
http://filmvf.cc/orange-saison-Malicious-vostfr-streaming.html/3...,Malicious
http://fiscontal.com.br/component/content/article/Malicious36-ministerio-do-tr...,Malicious
http://fivewosz.ga/a/script/mail.htm,Malicious
http://flowinglove.com/paypal.php,Malicious
http://freellancer.ezyro.com,Benign
http://freemobile-particulier.freemoy3.beget.tech/freemobile/ddd348b56...,Malicious
http://friendsofcarmeljmj.org/document/home,Malicious
http://gargacharyasamaj.com.np/swf/pnc.htm,Malicious
http://gcwconsulting.com.cn/js/,Malicious
http://gcwconsulting.com.cn/js/,Malicious
http://gen-tec.co/gentecwiz/,Malicious
http://genus.citius.com/,Malicious
http://ghostshockey.it/ghosts_Benign2/media/d.html,Malicious
http://gimnMalicious4.lutsk.ua/ftp/disk-olymp/school-olymp/school-olymp-2BenignMaliciousBenign-2...,Malicious
http://girda.org.in/wp-content/upgrade/theme-compat/index3.php?email=b...,Malicious
http://glnsac.com/hot/hot.htm,Malicious
http://gmailonlinesupport.weebly.com/,Malicious
http://gojiactives.com.br/ocpa/index.php?AFID=Adriana&SID=mail...,Malicious
http://gopex.net/wp-includes,Malicious
http://grupoavr.com/asb.co.nz/login.htm,Malicious
http://guidetournepal.com/wp-content/themes/pities.php...,Malicious
http://hairdesign-ms.ch/wp-includes/SimplePie/...,Malicious
http://halifaxphotobooth.ca/the-photo-booth/,Malicious
http://harisreedeaddiction.com/webadmin/scss/,Malicious
http://hatoelsocorro.com/cg,Malicious
http://hatties.co.za/tod/dropboxhtml/be923be7589Benign3a96f8dfBenign443a8Maliciousf5cde/...,Malicious
http://hayatna-afdal.com/components/com_content/helpers/samoty...,Malicious
http://hello.dollarsfountain.com/,Malicious
http://help.duduniu.cn/read.php?tid-8499-page-e.php...,Malicious
http://herdadeperdigao.pt/wp-includes/images/MailboxFUD/a9Maliciousa276c4aMaliciousa6e...,Malicious
http://hlpdfMalicious63.com/Malicious9Malicious9Malicious/de83822c6c7bacf6799Malicious5f396Maliciousfeed2c/...,Malicious
http://hoannguyenxanh.danangexport.com/elfinder/final/Malicious82Benignd86b3d244929...,Malicious
http://homes36Benign.com.au/NewLarge235/index.php,Malicious
http://hopehelpbd.com/dropbx/drop/Dropbox.html...,Malicious
http://hostinvgc.info/index_files/fold/dropbox/...,Malicious
http://hourlyemployers.com/walmart,Malicious
http://iamelixr.beget.tech/Ameli/PortailAS/appmanager/PortailAS/assure...,Malicious
http://iclook.com.cn/index.html,Malicious
http://igorfirmansyah.com/wp-includes,Malicious
http://impracted.com,Benign
http://indexunited.cosasocultashd.info/app/index.php?lang=en&key=D...,Malicious
http://indexunited.cosasocultashd.info/app/index.php?lang=en&key=f...,Malicious
http://indian.co.uk/shop/media/sales/store/logo/default/indexMalicious.html...,Malicious
http://infantec.com/tag/yahoo/,Malicious
http://inflatablekayakdeals.com/themes/loader.htm...,Malicious
http://interop3.cryptsoft.com/sslagentshmMalicious-manage-manage-secure/index....,Malicious
http://iphoneslocalizados.com/,Malicious
http://iterate-uk.com/treboruk.com/alibaba/alibaba/index.php?email=imp...,Malicious
http://iwork4gministries.org/wp-includes/ing/view/info/index/all/index...,Malicious
http://jamdani.me/wp-conclude/newdropbox,Malicious
http://janalexander.com/slim/yahoo/login_verify2&.src=ym/mail.html...,Malicious
http://jatservis.co.id/BAK/link/DHL%2BenignAUTO/dhl.php?email=alansari@alji...,Malicious
http://jddove.com/868Malicious449Malicious9N2et38bieZh7KzzRhTbr522DNha57y4Gf83864fYays...,Malicious
http://jltl.org/gus/home/liamg3.php,Malicious
http://joomla-99Malicious4Malicious-28Malicious936.cloudwaysapps.com/BenignBenign7/64v36gmpsBenign/9z7l5xs76i...,Malicious
http://julierumahmode.co.id/gate/de27ba2aac9bead638264423Maliciousc46f9ff/veri...,Malicious
http://k2ktees.com/js/wabs/html/facturationmobile/mobile.free.fr/mobil...,Malicious
http://kbfintl.com/%23$%25*&%5eFGH)(*&%5e%25%5e&(JHRGH/...,Malicious
http://kellykarousi.gr/images/index.php,Malicious
http://khellbazar.com/sve/Validation/login.php?cmd=login_submit&id...,Malicious
http://kidzenter.com/kzblog/?p=Malicious37,Malicious
http://kienhuong.com/editors/divisions.php?viewtopic=Malicious6769...,Malicious
http://kiranscuisine.com/tp.htm,Malicious
http://kmip-interop.com/sslagentshmMalicious-manage-manage-secure/index.php?em...,Malicious
http://kostgadingserpongbsd.com/html/rss.php,Malicious
http://kundendienst-verifikation.top/,Malicious
http://l8jp.com/,Benign
http://laetibibamus.com/security_update/mailer-daemon.html...,Malicious
http://larutamilenariadelatun.com/wp-includes/images/newMalicious63.htm...,Malicious
http://lelauzas.fr/wp-login.php?redirect_to=http://lelauzas.fr/wp-admi...,Malicious
http://lengendondbeat.com.ng/ok/telia/,Malicious
http://link.hgtv.com/click/8764352.Malicious934573/aHRBenigncDovL3d3dy5yZWFsdG9yLmN...,Malicious
http://litecon.com.br/novocliente/index.php,Malicious
http://llobregatcentre.com/wp-admin/css/colors/ectoplasm/cn3/c9263fa4a...,Malicious
http://localpolitechs.com/wp-content/plugins/wp-maintenance-mode/asset...,Malicious
http://login.vsnl.com?_code=,Benign
http://loginnsignup.com/gmail-sign-up,Malicious
http://loginnsignup.com/yahoo-mail-sign-up,Malicious
http://lostresantonios.cl/wp-includes/bright/gdoc/index.html...,Malicious
http://louiseguay.ca/mastercard.com/de/privatkunden...,Malicious
http://ltau-unibanco.j.dnr.kz/https=www.itau.com.br/Digitau-bankline/g...,Malicious
http://mabuej.com/mnhbgfds/Ma/,Malicious
http://magmaimage.com/stMalicious2/acesso.permitidow/area.clientew/autenticaca...,Malicious
http://mailBenignMaliciouszo.beget.tech/Ameli/Assurance/Remboursement/login/info/9a...,Malicious
http://makeoverarena.com/,Benign
http://manaveeyamnews.com/css/db_en/dbMalicious7/Home,Malicious
http://martinblack.com/googledoc/Harsh-tag.houseview/7e998cBenignabc8b34Benign67...,Malicious
http://mensuelaccount.com/WhatsApp/b89Malicious258eMaliciousae2357MaliciousBenigncb5957b7d34afd2/...,Malicious
http://mfacebooc.club/pl/,Malicious
http://mgba.org/wp-content/themes/mgba/flash/,Malicious
http://microtelusa.com/mode/signals/opening/docs.html...,Malicious
http://mifi-rueda.com/wp-admin/mailer-daemon.html?f.kalmthout@kpnplane...,Malicious
http://miniaero.ro/lol/Off/?email=anon.anon@anon.com...,Malicious
http://mistralpay.net/udate.profiles/cutomer4/login.php...,Malicious
http://mistralpay.net/udate.profiles/cutomer4/login.php?nabIB=QBenignB8ECCMalicious...,Malicious
http://mixed-furniture.com/Paypal/PaypalDataService/home/...,Malicious
http://mixgroupguide.cn:8Benign8Benign/ts/in.cgi?pepsiMalicious2,Malicious
http://mobile-santander-app.esy.es/indexx.php,Malicious
http://momsbiztraining.com/._/paXTrMRtidfjpC/,Malicious
http://mondoscope.com/voyages/europe/italie.html?pays=39&region=22...,Malicious
http://money24seven.com/banking/webbanking.html...,Malicious
http://move2online.com/Ldoc/Ldoc/L%2BenignDoc/Malicious/docusingn/index.php...,Malicious
http://mucic-arguments.BenignBenignBenignwebhostapp.com/2BenignMalicious7/validate/revalidate.html...,Malicious
http://mymusic-coburg.de/wp-includes/Aruba.php...,Malicious
http://mywatermoney.jielilau.com/wp-includes/js...,Malicious
http://nbcfd.com/wp-includes/pomo/,Malicious
http://nepalassociates.com/ggg/eimprovement/index.php...,Malicious
http://netflix-update.laluask.com/Signin/Benign5fd59dbMalicious8cd97bBenign55d2fa9eb/...,Malicious
http://nethttpnm.com/aol.com/index.htm,Malicious
http://newboostbrain.asia/Maliciousa6ac62BenignbMaliciouse8efab/Malicious3/Malicious6Benign6/...,Malicious
http://newsletter.wfmg.de/link.php?link=BenignMalicious_Benign3_Benign4_86_MaliciousBenign...,Malicious
http://newsvideo99.com/music/deutsche-wochenschau-adolf-hitler-besucht...,Malicious
http://norters.com.br/clientes/imagens/3Malicious7/public_html/Maliciousi/Maliciousa.php...,Malicious
http://notify-system-error-report.xyz/support/help/online...,Malicious
http://nzzhiyou.com/antipodesBenignMalicious5,Malicious
http://oakfurniture4sale.co.uk/clearance.html,Malicious
http://odontosprotese.com.br/New/folder/,Malicious
http://ohomemeamudanca.com.br/edu/docx/,Malicious
http://oithair.com/js/flash/login.jsp.htm?id=mcMaliciousidxMaliciousgem--h6bmklv77yujp...,Malicious
http://olenelife.com/sessions/paypal/?cmd=_home&dispatch=5885d8BenignaMalicious...,Malicious
http://online.paypal.tranzaction.k59j4.htMaliciousbo3kt3Malicious.top/ths/index.htm...,Malicious
http://online.wellsfargo.com.g526crs6axx2f5.hf5a.us/w/das/cgi-bin/seco...,Malicious
http://osmanfashion.com/wp-admin/maint/,Malicious
http://ow.ly/7Wuh3BenignMaliciouse6bMalicious,Malicious
http://oxigenia.mx/wp-includes/inc/Login.htm,Malicious
http://ozgunturizm.net/images/bg/fio/a9Benignc759afMalicious389Benign6ef5Malicious4Malicious3b8Malicious43e6Benign55/...,Malicious
http://p4tre.emv3.com/HS?b=bC6fmnPboKmyryP_jDOUZMsMCZwhUOQlNBenign6snjNiAKBenign...,Malicious
http://pacathle.ipower.com/newsstand_archiveBenign8feb.html...,Malicious
http://palhavitoria.com.br/free/,Malicious
http://palvelinMalicious.omatkotisivut.fi/~mrssanta/wp-includes/js/index/origi...,Malicious
http://pamporis.com/media/?https://www.secure.paypal.co.uk/cgi-bin/acc...,Malicious
http://parceirosdanet.blogspot.de/,Malicious
http://patriotsvsfalcons.us/,Malicious
http://paypal-summary-suspecius.blogspot.de/,Malicious
http://pedreschiabogados.com/blssed/newgg/,Malicious
http://personas.bancoestado.cl.seguridad.email.servicios.html.xn--viae...,Malicious
http://phish-education.apwg.org/r/?paypal-inc.com.ax.lt/webapps/83549/...,Malicious
http://phishingscripts.com/product/icloud-phishing-page-mobile-respons...,Malicious
http://phostertill.com/Malicious989d6f9Benignbcb3Maliciouse8BenignBenign/Malicious562BenignMalicious7/icld/999...,Malicious
http://photos.vandreelphotography.com/keyword/Engagement...,Malicious
http://picketech.com/doc/PY/s,Malicious
http://picketech.com/doc/PY/s/,Malicious
http://pincae.com/29A667/FtsG/AthB/BtVQv_8/VJAH7qHRt3fkHUhnOVlvqBenigni3yPs...,Malicious
http://plworldwide.com/,Malicious
http://portalsaudequantum.com.br/aguarde-cdccn/?contactid=Malicious87773&i...,Malicious
http://potegourmet.com.br/itunes.confirm.id/afa9Benignfd7fbMaliciousce248bBenigneccBenign3MaliciousMalicious4...,Malicious
http://pro.boutique-artisans-du-monde.com/customer/account/login/...,Malicious
http://proactivo.com.mx/payment/adobeCom,Malicious
http://proactivo.com.mx/payment/adobeCom/d6b28e36fcMaliciousfaBenignMaliciouse2365d424eccc3...,Malicious
http://progressquest.com/subs/,Malicious
http://promo.clicnscores-sng.com/pcnssn/lp_cns_questio_fr/?ptn=slowpla...,Malicious
http://propertymg.co.za/wp-includes/theme-compat/...,Malicious
http://quota-helpdesk.tk,Malicious
http://rafinanceira.com.br/site/logs/info,Malicious
http://ramie.me/dbfile/dbfile/best/LoginVerification.php...,Malicious
http://rccgpavilion.org/components/com_acymailing/controllers/js/fr/fr...,Malicious
http://rcstore.eu/Ppl/signin.php?country.x=CZ&locale.x=en_CZ&s...,Malicious
http://realalt.com/wp-includes/certificates/,Malicious
http://regularizacao-santander.com/br/indexMalicious.php...,Malicious
http://reidchurchaugusta.org/docs/ind/,Malicious
http://remaxorlando.info/umMalicious/cp/webmail/?userid=ken@montanarealestate....,Malicious
http://renenunes.com.br/site/help.php,Malicious
http://renovarengenharia.com.br/admin/kcfinder/upload/files/m/auto/new...,Malicious
http://resolve-your-account-paypal.com.artcoleadedglass.com/developer/...,Malicious
http://restrito.concresul.com/Arquivos/acessoSerasa.html...,Malicious
http://ri-agri.com/z/aol/,Malicious
http://rilde.com.br/wp-admin/js/dispatch/hans/form/dhl/tracking.php?l=...,Malicious
http://rotarytolentino.org/cache/mod_log/,Malicious
http://rpviaggi.com/assets/media/RFQ/RFQVTABenign9669BenignBenign.htm...,Malicious
http://rr3cxsm.us/Walmart/?2mYJ7pp,Malicious
http://ruangmakna.net/gmai.verification.security/Gmail%2BenignAuthenticate/...,Malicious
http://sMalicious.symcb.com/pca3-g5.crl,Malicious
http://sac-conteudo-cielocadastro.89Benignm.com/cadastro.php...,Malicious
http://safety835.hol.es/logMaliciousMalicious.php,Malicious
http://saks.co.uk/redirect.php?url=http://alireview.ru/sdfjhsdhfjhehfs...,Malicious
http://sanidad-vegetal.com/.jsa/Newinvoices.php?login=abuse@usdoj.gov...,Malicious
http://sazanshairsalon.com/natt/ayoMalicious/ayoMalicious/ayoMalicious/...,Malicious
http://scuolando.it/plugins/minify/lib/signin.alibaba.com/login.html...,Malicious
http://secondhotel.kr/dakingpaid/cmd-login=68db6b9637Benign2a368c839f9c95cBenign...,Malicious
http://secondhotel.kr/dakingpaid/cmd-login=8e624428269bMaliciouse296f49Benign85bd6b...,Malicious
http://secondhotel.kr/dakingpaid/cmd-login=f38a8ffd852bc79abbMalicious8e8c557b...,Malicious
http://secondunitproductions.com/ckeditor_assets/WhatsApp/in=/...,Malicious
http://securemangersrerviceheleprs.com/webapps...,Malicious
http://seeoda.gr/wp-includes/SimplePie/,Malicious
http://sejavip.com/workspace/.git/objects/pack/comfirmhkgame/...,Malicious
http://services.helps-myaccountlimiteds.com/signin/...,Malicious
http://sh2MaliciousMalicious733.website.pl/telia/b4Malicious8Malicious878cBenign7Benigncbd9db48afa7a46c5233/...,Malicious
http://sharonnim.co.il/ONLINE/bl/pdfview/index.html...,Malicious
http://shopMalicious8927.vicp.net/all/price_desc_3.html...,Malicious
http://sig.com.la/carter/ad/,Malicious
http://silver.theappbaysite.com/optout/MaliciousMalicious3,Malicious
http://sipline.com.br/Na/ii.php?rand=Malicious3InboxLightaspxn.Malicious7742564Malicious8...,Malicious
http://skillee.in/new_skillee/images/BenignMaliciousrro.html...,Malicious
http://skyfortune.com/caches/mod_poll/und/id-Malicious5-MaliciousBenign-2BenignMalicious6/7424fa8Benign9a8aBenign4...,Malicious
http://smarturl.it/Adobebh,Malicious
http://soo.amtcif.info/hfen/iywmllelMalicious6665cbtesenge/aq-qiqbbeeBirMalicioustsrlY...,Malicious
http://sparkassenpark.de/galerie-2/andrea-berg-2Malicious-Benign8-2BenignMalicious5...,Malicious
http://speedbikesmx.com/assets/,Malicious
http://sszybj.com.cn/images/,Malicious
http://statewidelighting.com/outlet/editors/htmlarea/PDFS/6sdfg5a6y47a...,Malicious
http://stephaniesmith.us/f-coco/Harsh-tag.aagkkjdf/c3Maliciouseaa946be62859873...,Malicious
http://stilisciima.com/,Malicious
http://strumentu.com/,Benign
http://sua-atualizacao-seguranca.com/Amex3/,Malicious
http://sunderfoods.com/wp-includes/images/media/gmx.htm...,Malicious
http://sunnsand.biz/pics/qgrpmkdbnfvcsxeropwkm/secureserver.caconexoes...,Malicious
http://survey.brainint.com.br/index.php/survey/index/sid/765573/token/...,Malicious
http://tMaliciousp.de/mnc7,Malicious
http://talispe.com/,Malicious
http://tancoconut.com.my/wp-admin/js/Benign3/?log=Malicious...,Malicious
http://taratuta.eu/home/login.php?cmd=login_submit&id=83fbecf5bMalicious44...,Malicious
http://tarkanpaphiti.com/wp-content/languages/anmas/54ec87Benign9a835Malicious923fBenign...,Malicious
http://taxiartlysalzburg.com/Chelo/b57f6deMaliciousad54edMaliciouscecdeBenignb587b98e92Malicious/lo...,Malicious
http://tcttruongson.vn/dropbox/de9bMaliciousbBenignfBenignBenigncMalicious8f7b2f3fa9adc9b44a68/...,Malicious
http://techfloppy.xyz/(844)-324-2962/alert,Malicious
http://teknasan.mgt.dia.com.tr/review/Auth/auth/aut.php...,Malicious
http://telegoo.com/singin/details.customer9/login.php?nabIB=UIHIKNHKBF...,Malicious
http://test.3rdwa.com/yr/bookmark/files/bookmark/ii.php?cdazv=...,Malicious
http://the-yellows.eu/www.paypal.com/paypal/www.PayPal.com%2BenignFull-Z/ff...,Malicious
http://thefoodrecipe.com/wells_go/wells-verification-2BenignMalicious-latest-update...,Malicious
http://themanifestation.org/ms/msMaliciousBenign/Microsoft.html...,Malicious
http://therapypoints.com/wp-admin/china,Malicious
http://thescholarshome.com/wp-includes,Malicious
http://thescitechjournal.com/admin/includes/,Malicious
http://tinyurl.com/y97tfklq,Malicious
http://titulos.atotalatualizacoes.info/,Malicious
http://toniksys.com.ng/img/js/wou.php,Malicious
http://tousavostapis.ca/old/OG/,Malicious
http://trackingMaliciousMalicious.online/computersecuritywarning/...,Malicious
http://trailertech.portoforte.com.br/admin22/itau_Benign5/NOVO.ATENDIMENTO....,Malicious
http://trailertech.portoforte.com.br/cart/itau_Benign6/NOVO.ATENDIMENTO.CLI...,Malicious
http://trailertech.portoforte.com.br/html/itau_Benign9/NOVO.ATENDIMENTO.CLI...,Malicious
http://u.to/Jwr-Dw,Malicious
http://u.to/f3f_Dw,Malicious
http://ubs.yu.ac.kr/bbs/list.html?table=bbs_Malicious,Malicious
http://unique.hearvr.com,Malicious
http://update-my-account.serverlux.me/,Malicious
http://uralgrafit.net/products/Malicious62/.b/signin.html?com/us/home?v=3.Benign&am...,Malicious
http://urces.phwww.moneyclipdirect.com/,Malicious
http://urlfat.com/4MJ,Malicious
http://usaa.com-inet-truememberent-iscaddetour-savings-home.wrmcloud.e...,Malicious
http://uset789342589754.id-7859438998.snd784ii.xyz/...,Malicious
http://uuthouse.ru/mnt/source/logon.htm,Malicious
http://validacaodigital46278Malicious926.cloudhosting.rsaweb.co.za/fqoR2oleP2/...,Malicious
